Overall Qual,Gr Liv Area,Total Bsmt SF,1st Flr SF,Garage Cars,Garage Area,Year Built,Full Bath,Bedroom AbvGr,SalePrice
5,1383,1383.0,1383,1.0,354.0,1954,1,3,165000
6,1252,1602.0,1252,2.0,564.0,1960,1,1,235000
5,1601,533.0,1021,1.0,300.0,1958,1,3,140000
5,672,672.0,672,1.0,240.0,1940,1,2,108000
5,1721,988.0,1721,2.0,626.0,1960,2,3,145000
5,1350,576.0,864,3.0,627.0,1941,1,2,152400
5,904,864.0,904,3.0,912.0,1970,1,3,144000
6,1291,1291.0,1291,2.0,431.0,1996,1,2,173000
7,2022,1160.0,1156,2.0,505.0,1977,2,4,192000
7,1524,1524.0,1524,2.0,478.0,1979,2,3,245000
7,1363,1385.0,1363,2.0,439.0,1954,1,2,241500
4,1663,1364.0,1663,2.0,529.0,1954,1,2,256000
6,1357,1019.0,1357,1.0,312.0,1959,1,2,177000
7,1079,570.0,617,1.0,249.0,1948,1,2,125600
6,1094,1094.0,1094,2.0,495.0,1953,1,3,155000
6,2358,907.0,1307,2.0,360.0,1908,3,5,240000
5,1518,1580.0,1518,0.0,0.0,1940,1,2,260000
6,1674,1163.0,1163,2.0,396.0,1918,2,4,185000
6,2108,1127.0,1236,2.0,540.0,1935,2,4,235000
5,1509,1509.0,1509,1.0,322.0,1956,1,3,159900
5,864,864.0,864,0.0,0.0,1975,1,2,99600
6,1269,621.0,621,1.0,280.0,1962,1,3,134500
5,1367,861.0,961,1.0,384.0,1900,1,4,119000
5,1347,1117.0,820,0.0,0.0,1910,1,3,107500
5,1164,1164.0,1164,1.0,240.0,1950,1,3,125000
6,1096,572.0,572,0.0,0.0,1924,1,2,79000
5,1111,616.0,616,1.0,200.0,1941,1,3,95000
7,2329,1475.0,1532,2.0,514.0,1990,2,4,262280
6,2814,1077.0,1093,2.0,614.0,1995,2,4,260000
7,1626,1602.0,1626,2.0,534.0,1994,2,3,226500
7,2200,812.0,1101,2.0,453.0,1993,2,4,225000
7,2037,672.0,1302,2.0,472.0,1996,2,3,229000
7,1356,628.0,628,2.0,484.0,2007,2,3,177439
8,1615,1615.0,1615,3.0,864.0,2007,2,3,248500
9,2276,2271.0,2276,3.0,1348.0,2008,2,3,475000
9,1766,1751.0,1766,3.0,874.0,2008,2,3,395039
7,2097,1080.0,1080,3.0,678.0,1993,2,3,228000
8,1511,1401.0,1511,3.0,811.0,1995,2,3,225000
6,1643,1182.0,1643,2.0,438.0,1966,2,2,195000
6,1688,616.0,616,2.0,603.0,1997,2,4,200000
5,990,990.0,990,2.0,528.0,1994,1,3,155000
5,1099,1099.0,1099,1.0,352.0,1995,1,3,144000
5,990,990.0,990,2.0,672.0,1994,1,3,145000
7,1418,1418.0,1418,2.0,558.0,1997,2,3,226001
6,1771,864.0,872,2.0,600.0,1997,2,3,215700
7,1652,782.0,782,2.0,532.0,2000,2,3,207500
7,1790,873.0,882,2.0,588.0,1999,2,3,193000
7,1724,880.0,880,2.0,527.0,1998,2,3,188000
7,1479,1468.0,1479,2.0,577.0,1999,2,3,191000
7,1494,1494.0,1494,2.0,530.0,2002,2,3,221000
7,1792,963.0,963,2.0,564.0,2001,2,3,231500
7,1823,928.0,928,2.0,626.0,2000,2,3,235000
7,1786,920.0,920,2.0,608.0,2001,2,3,223500
5,938,938.0,938,1.0,308.0,1975,1,3,130250
5,985,985.0,985,1.0,328.0,1977,2,3,149900
5,1174,864.0,1174,2.0,528.0,1978,1,3,158000
6,1026,940.0,1026,2.0,576.0,1978,1,3,147000
5,1076,1076.0,1076,2.0,576.0,1975,1,3,143195
5,1558,864.0,1558,2.0,440.0,1975,2,2,163000
5,924,924.0,924,1.0,280.0,1975,1,3,110000
5,864,864.0,864,1.0,352.0,1972,1,3,127000
5,780,780.0,780,1.0,352.0,1972,1,2,124900
8,1795,1777.0,1795,2.0,534.0,2002,2,3,230000
8,2031,1128.0,1128,2.0,577.0,2002,2,3,237000
7,1865,992.0,992,3.0,839.0,2000,2,3,235000
7,2161,1257.0,1290,2.0,570.0,2001,2,3,230500
8,1852,1004.0,1004,3.0,660.0,1999,2,3,230000
7,2031,1153.0,1153,2.0,541.0,1998,2,3,222500
8,2263,1055.0,1055,2.0,905.0,2001,2,3,287000
9,1947,1357.0,1366,3.0,725.0,2001,2,3,274000
8,1786,1778.0,1786,3.0,715.0,2002,2,3,300000
8,2290,1128.0,1149,2.0,779.0,2002,2,4,255900
7,1768,884.0,884,2.0,543.0,2003,2,3,224900
7,2327,1129.0,1129,2.0,596.0,2003,2,4,240000
7,1640,798.0,798,2.0,595.0,2003,2,3,183000
8,1764,850.0,886,2.0,560.0,1999,2,3,207000
7,1908,915.0,933,2.0,493.0,1994,2,4,210000
6,848,848.0,848,2.0,420.0,2003,1,1,136500
6,848,848.0,848,2.0,420.0,2004,1,1,145000
6,1493,1478.0,1493,2.0,508.0,1997,2,3,208900
6,1838,1838.0,1838,3.0,721.0,1997,2,2,185000
7,1536,1536.0,1536,2.0,532.0,2002,2,3,214000
7,1710,856.0,856,2.0,548.0,2003,2,3,208500
7,1445,1445.0,1445,2.0,470.0,2004,2,3,186500
7,1436,1436.0,1436,2.0,484.0,2004,2,3,210000
7,1582,770.0,770,2.0,520.0,2004,2,3,185900
8,1234,1234.0,1234,2.0,484.0,2007,2,3,179900
7,1564,1564.0,1564,3.0,814.0,2007,2,3,218836
7,1361,1351.0,1361,2.0,610.0,2007,2,3,193000
7,1456,728.0,728,2.0,410.0,2005,2,3,189000
6,848,848.0,848,2.0,420.0,2004,1,1,149300
6,848,848.0,848,2.0,420.0,2004,1,1,141000
6,848,848.0,848,2.0,420.0,2004,1,1,149000
6,848,848.0,848,2.0,420.0,2004,1,1,144500
5,796,796.0,796,0.0,0.0,1910,1,2,85000
5,2200,1272.0,1272,0.0,0.0,1900,2,4,145900
5,1092,1092.0,1092,1.0,264.0,1966,1,3,123000
5,1256,1256.0,1256,1.0,276.0,1965,1,3,147500
5,1033,456.0,1033,2.0,504.0,1976,1,3,165000
6,1127,1127.0,1127,2.0,480.0,1976,1,3,135000
5,996,996.0,996,0.0,0.0,1940,1,3,108000
4,1181,1138.0,1181,2.0,588.0,1972,2,3,137500
7,1656,746.0,760,2.0,397.0,2003,2,3,165400
6,1117,1029.0,1117,2.0,542.0,1977,1,3,147000
6,1398,684.0,684,2.0,440.0,1976,1,3,160500
4,1132,1132.0,1132,2.0,451.0,2005,1,2,176000
5,3820,0.0,3820,2.0,624.0,1959,3,5,284700
10,5642,6110.0,4692,2.0,1418.0,2008,2,3,160000
6,1072,547.0,1072,2.0,525.0,2005,1,2,148000
4,1152,0.0,1152,0.0,0.0,1955,2,2,82000
4,1152,0.0,1152,0.0,0.0,1955,2,2,82000
4,1440,1440.0,1440,0.0,0.0,1955,2,4,118000
4,1152,0.0,1152,0.0,0.0,1955,2,2,82500
4,784,784.0,784,0.0,0.0,1955,1,2,91900
5,1053,585.0,585,0.0,0.0,1938,1,2,120000
5,1137,0.0,929,0.0,0.0,1947,1,4,96000
4,930,911.0,930,1.0,286.0,1953,1,2,99000
5,1200,768.0,768,1.0,240.0,1946,1,3,130500
4,1470,941.0,997,1.0,548.0,1954,2,4,135000
5,1393,816.0,872,1.0,300.0,1955,1,3,135500
4,1204,416.0,1204,1.0,312.0,1954,1,3,100000
4,1292,949.0,949,1.0,205.0,1923,1,3,108000
5,864,864.0,864,0.0,0.0,1925,1,2,98000
3,864,864.0,864,0.0,0.0,1914,1,2,67000
5,1716,780.0,936,0.0,0.0,1912,2,6,135900
6,1482,672.0,810,1.0,400.0,1925,2,4,140000
5,2192,720.0,1052,1.0,240.0,1939,2,4,179500
6,1694,1181.0,1390,2.0,576.0,1925,2,4,136500
7,1424,1228.0,1424,1.0,312.0,1921,2,2,168000
5,1964,940.0,1024,0.0,0.0,1911,1,4,130000
5,2601,612.0,990,2.0,621.0,1921,3,4,189000
6,1920,960.0,960,2.0,480.0,1930,2,4,161900
6,1316,644.0,672,1.0,369.0,1926,1,2,145000
6,2555,588.0,1423,2.0,672.0,1922,2,3,191000
6,1680,840.0,840,1.0,308.0,1915,2,4,177000
6,1264,676.0,676,2.0,400.0,1914,1,3,147500
6,790,768.0,790,1.0,160.0,1930,1,2,91000
8,1512,798.0,798,1.0,180.0,1925,2,3,231000
6,1639,1064.0,1166,1.0,240.0,1936,1,3,115000
6,1603,784.0,819,2.0,599.0,1923,1,4,138000
7,1502,776.0,851,1.0,270.0,1931,1,3,149000
6,1660,715.0,849,1.0,240.0,1934,1,3,188700
5,1938,942.0,1265,1.0,240.0,1937,2,4,198000
5,1374,884.0,932,1.0,225.0,1938,1,3,110000
6,1091,1091.0,1091,1.0,344.0,1951,1,2,104000
8,1873,608.0,983,2.0,786.0,1935,1,4,257076
8,3447,728.0,1968,3.0,1014.0,1935,3,4,381000
7,1954,798.0,1137,2.0,431.0,1939,1,3,311500
7,2161,832.0,1218,2.0,506.0,1950,2,3,263400
5,1898,1898.0,1898,2.0,484.0,1956,2,3,236500
6,1640,1296.0,1640,2.0,924.0,1954,1,3,224000
6,1032,516.0,516,2.0,462.0,1980,1,2,116500
6,1556,716.0,716,2.0,452.0,1980,2,3,151000
6,919,894.0,919,1.0,195.0,1926,1,2,126000
6,1090,720.0,760,1.0,240.0,1940,1,3,120000
4,796,796.0,796,0.0,0.0,1922,1,2,55000
6,816,816.0,816,1.0,432.0,1930,1,2,120500
5,778,740.0,778,1.0,924.0,1940,1,2,120500
5,1200,780.0,780,0.0,0.0,1930,1,4,119000
5,1656,624.0,1092,1.0,288.0,1967,1,3,126000
5,912,520.0,912,1.0,360.0,1930,1,2,99500
5,1955,1151.0,1151,1.0,356.0,1958,2,4,165500
1,733,0.0,733,2.0,487.0,1952,1,2,13100
4,1361,173.0,825,1.0,185.0,1895,1,2,89000
4,1317,649.0,649,1.0,250.0,1920,1,3,40000
4,1049,356.0,671,1.0,195.0,1910,1,2,80900
3,894,894.0,894,3.0,1248.0,1935,1,2,81000
4,864,592.0,432,1.0,216.0,1920,1,3,65000
8,1652,1600.0,1652,2.0,482.0,2008,2,2,392500
8,1648,1596.0,1648,2.0,525.0,2007,2,2,294464
7,1646,1594.0,1646,2.0,482.0,2004,2,2,250000
8,1646,1594.0,1646,2.0,482.0,2004,2,2,275000
7,2032,1840.0,2032,3.0,786.0,1996,3,3,300000
8,1689,1568.0,1689,3.0,857.0,2002,2,3,271000
7,1820,910.0,910,3.0,816.0,1996,2,3,213000
6,1118,1096.0,1118,1.0,358.0,1977,1,3,171000
6,1279,1196.0,1279,2.0,473.0,1977,2,3,171500
5,1872,0.0,936,2.0,484.0,1976,2,4,100000
4,1689,1680.0,1689,2.0,432.0,1991,2,3,228500
5,1786,1499.0,1619,2.0,529.0,1965,2,3,228950
7,1501,1277.0,1501,2.0,512.0,1986,2,2,241500
8,2898,1565.0,2898,2.0,665.0,1976,2,2,287000
8,1537,1518.0,1537,3.0,788.0,2006,2,3,294000
8,1646,1638.0,1646,3.0,800.0,2007,2,3,293077
8,1780,920.0,920,2.0,612.0,2007,2,3,264966
5,1442,352.0,712,2.0,400.0,2006,2,3,172500
5,1394,384.0,754,2.0,400.0,2006,2,3,167500
7,1612,796.0,796,3.0,666.0,2008,2,3,218689
6,1495,1495.0,1495,2.0,438.0,1989,2,3,150000
6,1651,1606.0,1651,2.0,616.0,1986,2,3,184000
6,1256,1256.0,1256,2.0,578.0,1986,2,3,180000
6,1509,1461.0,1509,2.0,600.0,1988,2,3,175000
8,1440,1432.0,1440,2.0,467.0,2003,2,3,232500
6,1675,1666.0,1675,2.0,435.0,1999,2,3,195000
8,2262,1482.0,1482,3.0,749.0,2003,2,4,305000
8,1728,1884.0,1728,2.0,520.0,2007,2,3,298751
8,1964,1964.0,1964,3.0,892.0,2005,2,3,370000
7,1344,1344.0,1344,4.0,784.0,1997,2,2,209200
7,1344,1344.0,1344,4.0,784.0,1997,2,2,206300
5,1092,1092.0,1092,0.0,0.0,2007,1,2,146000
6,1189,1189.0,1189,2.0,392.0,1997,2,2,160500
4,1200,1200.0,1200,3.0,850.0,1964,1,3,173000
5,1040,1040.0,1040,2.0,499.0,1975,1,3,124000
5,1304,264.0,616,1.0,336.0,1976,1,3,115000
5,1475,550.0,925,1.0,336.0,1976,2,4,129500
4,988,526.0,526,1.0,297.0,1973,1,2,105000
4,988,462.0,526,1.0,297.0,1973,1,1,94900
5,1160,1113.0,1160,1.0,257.0,1968,1,3,152500
6,1092,546.0,546,0.0,0.0,1970,2,3,98000
4,630,630.0,630,0.0,0.0,1972,1,1,81000
5,988,988.0,988,2.0,520.0,1954,1,2,113000
5,816,816.0,816,1.0,264.0,1983,1,2,128500
5,923,876.0,923,1.0,264.0,1984,1,3,119500
5,816,816.0,816,1.0,264.0,1982,1,3,130500
5,816,816.0,816,2.0,816.0,1982,1,2,138000
5,845,845.0,845,1.0,264.0,1982,1,3,134500
6,1750,983.0,983,1.0,423.0,1940,2,4,160000
5,889,864.0,889,2.0,484.0,1984,1,3,137500
5,1968,784.0,1168,2.0,530.0,1969,2,4,172000
5,1836,686.0,1150,1.0,288.0,1900,2,4,103000
6,1587,1587.0,1587,2.0,525.0,1971,2,3,167300
7,1277,1277.0,1277,2.0,526.0,1970,1,2,167000
7,2223,2223.0,2223,2.0,516.0,1973,2,3,244000
8,2217,2217.0,2217,2.0,621.0,1970,2,4,268000
7,1733,847.0,847,2.0,433.0,2003,2,3,225000
6,1572,806.0,806,2.0,373.0,1995,2,3,168000
6,1470,794.0,794,2.0,388.0,1997,2,3,177000
6,1600,916.0,916,2.0,460.0,1997,2,3,169000
6,1384,384.0,754,2.0,390.0,1997,2,3,161500
8,1652,1494.0,1652,2.0,499.0,2000,2,2,251000
6,1694,392.0,924,2.0,398.0,1994,2,3,160000
6,1714,923.0,947,2.0,451.0,1999,2,3,180000
7,1553,691.0,691,2.0,420.0,1996,2,3,178750
7,1253,1237.0,1253,2.0,402.0,1995,2,3,176000
6,2299,938.0,957,2.0,482.0,1999,3,5,204000
7,1187,1168.0,1187,2.0,420.0,1992,2,3,160000
7,1472,384.0,802,2.0,402.0,1991,2,3,160000
7,1482,384.0,812,2.0,392.0,1992,2,3,163900
6,1642,903.0,910,2.0,392.0,1993,2,3,168000
6,1128,1302.0,1128,2.0,480.0,1964,1,3,154204
8,1088,1074.0,1088,2.0,461.0,1986,1,2,170000
7,2090,1190.0,1190,2.0,577.0,1984,2,3,207500
8,1179,1166.0,1179,2.0,480.0,1988,2,2,182000
8,1321,1312.0,1321,2.0,484.0,1990,1,1,212000
9,1922,1922.0,1922,3.0,676.0,2005,2,3,377426
8,2541,1149.0,1164,3.0,729.0,2005,3,4,349265
9,2338,2660.0,2338,3.0,1110.0,2006,2,4,591587
5,1424,1100.0,1424,3.0,828.0,1969,1,3,155000
9,1612,1612.0,1612,2.0,556.0,2006,2,2,319900
8,1419,1419.0,1419,2.0,567.0,2007,2,2,392000
8,2234,2220.0,2234,2.0,724.0,2006,1,1,441929
10,2042,1742.0,2042,3.0,724.0,2006,2,3,455000
6,1440,1440.0,1440,2.0,467.0,1981,2,3,182900
6,1284,1284.0,1284,2.0,480.0,1984,2,3,174000
6,1868,585.0,1140,2.0,477.0,1984,3,3,178000
7,1479,725.0,725,2.0,484.0,1981,2,3,176000
7,1664,1529.0,1664,2.0,663.0,1978,2,3,213000
7,1930,780.0,1085,2.0,481.0,1979,2,4,192000
7,1969,808.0,1161,2.0,534.0,1977,2,3,190000
6,2030,848.0,1118,2.0,551.0,1976,2,4,195000
6,1032,1032.0,1032,2.0,564.0,1978,2,3,148000
6,1177,1153.0,1177,2.0,495.0,1984,2,3,151500
7,1725,539.0,1040,2.0,550.0,1979,2,3,197000
6,1353,1259.0,1353,2.0,478.0,1979,2,2,192350
5,1620,780.0,780,2.0,462.0,1969,2,4,152000
6,1220,1625.0,1220,2.0,944.0,1971,2,2,170000
5,1484,1484.0,1484,2.0,487.0,1971,2,3,175000
6,1743,702.0,1041,2.0,539.0,1968,1,3,175000
7,1935,793.0,1142,2.0,550.0,1976,2,3,197900
7,1324,1228.0,1324,2.0,585.0,1976,2,3,174000
6,1877,1084.0,1084,2.0,488.0,1974,2,4,178900
5,1109,372.0,576,1.0,288.0,1971,1,3,139000
6,981,981.0,981,2.0,576.0,1971,1,3,143250
7,1479,725.0,725,2.0,484.0,1972,1,4,184000
5,1422,925.0,1422,2.0,576.0,1970,1,3,155000
5,914,914.0,914,1.0,368.0,1970,1,3,133000
5,950,950.0,950,1.0,280.0,1971,1,3,119500
4,872,858.0,872,4.0,480.0,1971,1,3,123000
4,858,858.0,858,1.0,684.0,1971,1,2,110000
4,914,914.0,914,1.0,270.0,1961,1,2,128000
4,864,864.0,864,2.0,528.0,1971,1,3,120500
7,767,723.0,767,1.0,367.0,1998,1,1,133000
6,1337,1337.0,1337,2.0,511.0,2001,2,2,155000
6,1337,1405.0,1337,2.0,522.0,1997,2,2,177000
6,1092,525.0,525,1.0,264.0,1973,1,3,113500
6,1218,672.0,672,1.0,264.0,1973,1,3,113000
6,1218,672.0,672,1.0,264.0,1973,1,4,113700
5,1302,630.0,630,2.0,440.0,1970,2,3,106000
5,1365,765.0,765,2.0,440.0,1971,1,2,122500
6,958,1078.0,958,2.0,440.0,1976,2,2,128000
6,1548,804.0,804,2.0,440.0,1976,2,3,155000
7,1055,1061.0,1055,1.0,319.0,1978,2,2,142500
5,988,988.0,988,1.0,360.0,1966,1,3,129250
9,1816,1790.0,1816,3.0,730.0,2006,2,3,356000
9,1828,1822.0,1828,3.0,774.0,2007,2,3,314813
8,1694,1694.0,1694,3.0,818.0,2007,2,3,318000
8,1694,1694.0,1694,3.0,856.0,2006,2,3,322400
8,1734,1734.0,1734,3.0,928.0,2007,2,3,318000
8,2122,2108.0,2122,3.0,938.0,2007,2,2,345474
9,2121,2121.0,2121,3.0,732.0,2006,2,3,415298
9,2656,1934.0,1943,3.0,1040.0,2007,2,3,492000
8,2550,1108.0,1148,3.0,670.0,2006,2,4,338931
10,2046,1994.0,2046,3.0,878.0,2005,2,2,450000
7,2172,1063.0,1071,3.0,947.0,2006,2,3,280000
9,2552,2552.0,2552,3.0,932.0,2007,2,3,479069
8,1973,1935.0,1973,3.0,895.0,2006,2,3,395000
9,2643,2153.0,2069,3.0,694.0,2006,2,3,380000
8,1634,1626.0,1634,3.0,866.0,2006,2,3,250000
8,1976,1976.0,1976,3.0,908.0,2006,2,2,440000
9,2758,1704.0,1722,3.0,814.0,2005,2,4,418000
10,2290,2320.0,2290,3.0,1174.0,2007,2,2,500067
8,2152,1582.0,1582,2.0,728.0,2007,2,3,260116
8,2473,1143.0,1143,3.0,852.0,2004,2,4,317000
8,2100,918.0,958,3.0,786.0,2007,2,3,319500
8,2161,1582.0,1610,3.0,789.0,2007,1,3,325624
9,1802,1802.0,1802,3.0,843.0,2006,2,3,372000
8,2956,1706.0,1718,3.0,916.0,2004,2,5,342000
8,2468,1136.0,1136,3.0,872.0,2004,2,4,354000
8,2385,1317.0,1217,3.0,818.0,2003,2,3,350000
8,2374,1181.0,1234,3.0,656.0,2003,2,4,285000
8,1818,895.0,895,3.0,774.0,2007,2,3,281500
7,1614,1614.0,1614,3.0,878.0,2005,2,3,245700
8,1721,1721.0,1721,2.0,554.0,2005,2,3,232698
8,1828,1298.0,1298,3.0,876.0,2006,2,3,250000
6,1362,1362.0,1362,2.0,460.0,2005,2,2,194700
6,1302,1302.0,1302,2.0,631.0,2005,1,1,204000
6,1302,1302.0,1302,2.0,631.0,2005,1,1,200000
6,1362,1362.0,1362,2.0,460.0,2005,2,2,207000
8,1554,1554.0,1554,2.0,627.0,2006,2,2,209500
8,1554,1554.0,1554,2.0,627.0,2006,2,2,209500
8,1370,1370.0,1370,2.0,484.0,2006,2,2,202500
9,1577,1577.0,1577,2.0,564.0,2005,2,2,280000
9,1561,1561.0,1561,2.0,556.0,2005,2,2,277500
9,1869,1869.0,1869,2.0,617.0,2007,2,2,318061
8,1324,1324.0,1324,2.0,550.0,2006,2,2,221370
7,1405,1405.0,1405,2.0,478.0,2003,2,2,200000
6,1496,768.0,768,2.0,572.0,2007,3,3,181755
6,1536,768.0,768,2.0,400.0,2005,2,3,176000
6,1484,783.0,783,2.0,393.0,2005,2,3,178900
7,1458,608.0,608,2.0,454.0,2006,2,3,168165
6,1495,738.0,738,2.0,440.0,2006,2,3,171925
6,1746,698.0,698,3.0,350.0,2006,2,3,198444
6,1326,1326.0,1326,2.0,388.0,2005,2,3,203000
7,1456,728.0,728,2.0,400.0,2007,2,3,179540
7,1302,1302.0,1302,2.0,436.0,2007,2,3,176485
7,1340,1340.0,1340,2.0,396.0,2007,2,3,181134
6,1412,616.0,616,2.0,432.0,2006,2,3,156932
6,1504,752.0,752,2.0,440.0,2007,2,3,166000
7,1456,728.0,728,2.0,400.0,2007,2,3,177594
7,1258,1246.0,1258,2.0,462.0,2007,2,3,173500
7,1258,1258.0,1258,3.0,648.0,2006,2,2,172500
7,1402,1258.0,1402,3.0,648.0,2006,0,2,194201
8,1589,1406.0,1589,3.0,630.0,2003,2,2,226500
7,1266,1266.0,1266,2.0,388.0,2007,2,2,185485
7,1530,1530.0,1530,3.0,630.0,2004,2,3,259000
7,1119,835.0,1119,2.0,437.0,2004,2,2,188500
7,1374,384.0,744,2.0,400.0,2004,2,3,175000
7,1959,847.0,847,2.0,434.0,2004,2,4,215000
7,1525,1510.0,1525,2.0,534.0,2006,2,3,206580
7,1720,840.0,840,2.0,440.0,2004,2,3,183500
7,1394,384.0,754,2.0,400.0,2003,2,3,165500
7,1948,847.0,847,2.0,434.0,2003,2,4,211000
6,1690,924.0,948,2.0,463.0,2000,2,3,181000
7,1995,854.0,864,2.0,435.0,2002,2,4,219500
6,1647,953.0,953,2.0,460.0,1999,2,3,175000
7,1430,384.0,774,2.0,400.0,2000,2,3,170000
7,1320,660.0,660,2.0,400.0,2003,2,3,162000
6,1690,915.0,940,2.0,442.0,2000,2,3,187000
6,1644,941.0,961,2.0,460.0,1999,2,3,185000
10,4476,2396.0,2411,3.0,813.0,1996,3,4,745000
8,2551,1779.0,1779,3.0,925.0,1997,2,4,384500
8,2285,969.0,997,3.0,648.0,2000,2,4,248000
10,2633,2633.0,2633,3.0,804.0,2001,2,2,466500
9,3078,1408.0,1671,3.0,806.0,1998,2,4,410000
8,2582,1389.0,1411,3.0,758.0,1998,2,4,322500
7,2385,1066.0,1108,3.0,600.0,1998,2,4,252000
10,4316,2444.0,2444,3.0,832.0,1994,3,4,755000
7,2013,1117.0,1127,2.0,455.0,1996,2,3,269790
7,2398,1379.0,1383,3.0,834.0,1996,2,3,315750
7,2520,1203.0,1214,3.0,721.0,1995,2,4,290000
8,2531,1318.0,1328,3.0,752.0,1995,2,4,290000
8,3228,3200.0,3228,2.0,546.0,1992,3,4,430000
8,2202,1105.0,1105,2.0,517.0,1992,2,4,263000
8,2538,1325.0,1335,3.0,933.0,1996,2,4,330000
7,1369,1369.0,1369,2.0,605.0,2007,2,3,213133
8,1542,1542.0,1542,3.0,852.0,2007,2,3,260261
9,1905,1905.0,1905,3.0,788.0,2006,2,3,320000
8,1464,1485.0,1464,3.0,754.0,2007,2,3,282922
8,1534,1524.0,1534,2.0,484.0,2006,2,3,215000
10,1966,1966.0,1966,3.0,1092.0,2007,2,1,419005
8,1636,1623.0,1636,3.0,865.0,2006,2,3,255000
8,1795,1795.0,1795,3.0,895.0,2006,2,2,147000
7,1528,1528.0,1528,2.0,480.0,2007,3,3,235876
7,1726,1726.0,1726,3.0,786.0,2007,2,3,311872
7,1689,1689.0,1689,3.0,954.0,2007,2,3,248328
8,1588,1588.0,1588,3.0,825.0,2006,2,3,227000
8,1538,1538.0,1538,2.0,484.0,2005,2,3,260000
8,1496,1496.0,1496,2.0,474.0,2007,2,3,225000
7,1506,1494.0,1506,2.0,672.0,2005,2,3,249000
8,1694,1686.0,1694,2.0,636.0,2004,2,3,307000
7,1977,982.0,982,3.0,574.0,2006,2,3,250000
8,1830,1302.0,1302,3.0,859.0,2006,2,3,221300
8,1338,1338.0,1338,2.0,598.0,2007,2,3,208900
7,1335,1335.0,1335,2.0,575.0,2006,2,3,210400
8,1792,896.0,896,2.0,590.0,2007,2,3,255000
5,1588,725.0,725,2.0,561.0,2007,3,3,212109
8,1959,1088.0,1088,3.0,1025.0,2006,2,3,270000
8,2610,1184.0,1184,2.0,550.0,2007,2,4,303477
8,1880,955.0,955,3.0,880.0,2007,2,3,310013
8,1656,1656.0,1656,3.0,826.0,2006,2,3,249700
7,1761,874.0,874,2.0,578.0,2007,3,3,227875
8,1584,1574.0,1584,2.0,594.0,2007,2,2,261329
8,1685,1685.0,1685,3.0,658.0,2006,2,2,253000
6,2443,1158.0,1158,3.0,744.0,2004,2,4,265000
8,2466,1580.0,1580,2.0,610.0,2004,3,4,340000
6,1100,1100.0,1100,0.0,0.0,2006,1,3,146000
7,1143,1143.0,1143,0.0,0.0,2006,1,3,147000
5,1094,1094.0,1094,2.0,576.0,2003,1,3,149000
7,1486,1461.0,1486,2.0,566.0,2006,2,3,181000
6,1721,928.0,936,2.0,471.0,1994,2,3,201000
6,1820,864.0,920,2.0,492.0,1993,2,3,191750
7,1349,1349.0,1349,2.0,539.0,2000,2,3,179000
7,1494,1482.0,1494,2.0,514.0,1998,2,3,215000
6,1575,1575.0,1575,2.0,529.0,1992,2,2,179200
6,1266,630.0,630,1.0,283.0,1980,1,2,128000
5,884,840.0,884,2.0,504.0,1983,1,2,144000
5,2020,0.0,2020,2.0,630.0,1977,2,4,144000
5,894,894.0,894,1.0,308.0,1977,1,2,120750
5,970,970.0,970,2.0,624.0,1963,1,2,132500
5,1057,1057.0,1057,2.0,576.0,1962,1,3,132000
5,999,999.0,999,1.0,264.0,1962,1,3,132500
4,1120,1040.0,1120,2.0,544.0,1961,1,3,129000
5,1696,1140.0,1696,1.0,349.0,1962,1,3,143900
5,1040,1040.0,1040,2.0,686.0,1968,1,3,145000
5,988,988.0,988,2.0,572.0,1961,1,3,128500
5,902,876.0,902,1.0,288.0,1967,1,3,125500
7,2503,1223.0,1271,2.0,564.0,1990,2,3,300000
7,2167,1192.0,1516,2.0,518.0,1974,2,3,294000
5,1037,1037.0,1037,2.0,431.0,1974,1,2,129000
5,1701,1390.0,1701,2.0,611.0,1975,2,3,171000
6,1055,1044.0,1055,2.0,542.0,1973,1,2,147000
8,2810,1453.0,1453,2.0,750.0,1990,2,4,302000
8,2872,1683.0,2129,2.0,541.0,1992,2,4,285000
8,1378,1378.0,1378,2.0,540.0,2004,2,2,214000
8,1151,1141.0,1151,2.0,484.0,2006,2,2,166000
8,1565,1511.0,1565,2.0,476.0,2006,2,2,193800
7,1352,1352.0,1352,2.0,466.0,2006,2,2,208900
7,1352,1352.0,1352,2.0,466.0,2006,2,2,194000
8,1550,1550.0,1550,2.0,528.0,2006,2,2,207500
7,1241,1241.0,1241,2.0,569.0,2006,1,1,199900
7,1250,625.0,625,2.0,528.0,2006,2,2,164700
6,1501,744.0,757,2.0,440.0,1999,2,3,176500
6,1458,729.0,729,2.0,440.0,1999,2,2,176000
6,1512,756.0,756,2.0,440.0,2000,2,2,168500
6,1573,756.0,769,2.0,440.0,2000,2,3,177000
6,1525,756.0,769,2.0,440.0,2000,2,3,177000
7,1102,551.0,551,2.0,480.0,2004,2,2,148800
8,1441,776.0,764,2.0,492.0,1999,2,2,174000
7,1950,975.0,975,2.0,576.0,1997,2,3,239000
7,1358,1339.0,1358,2.0,625.0,1999,2,3,204000
8,2048,1054.0,1072,2.0,552.0,2003,2,3,301000
8,2362,1220.0,1220,2.0,1105.0,1998,2,3,312500
8,1494,1494.0,1494,2.0,478.0,1994,1,1,279700
